DOI,Date,Kind,Title,Authors,Image URL
10.1038/sdata2018126,2018-07-03,Data Descriptor,"Marine phytoplankton community composition data from the Belgian part of the North Sea, 1968–2010",Anja Nohe | Carolien Knockaert | Koen Sabbe,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.126/MediaObjects/41597_2018_Article_BFsdata2018126_Fig1_HTML.jpg
10.1038/sdata2018112,2018-07-03,Data Descriptor,Multi-frequency electrical impedance tomography and neuroimaging data in stroke patients,Nir Goren | James Avery | David Holder,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.112/MediaObjects/41597_2018_Article_BFsdata2018112_Fig1_HTML.jpg
10.1038/sdata2018114,2018-07-03,Data Descriptor,"Viruses of the Nahant Collection, characterization of 251 marine Vibrionaceae viruses",Kathryn M. Kauffman | Julia M. Brown | Libusha Kelly,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.114/MediaObjects/41597_2018_Article_BFsdata2018114_Fig1_HTML.jpg
10.1038/sdata201880,2018-07-03,Data Descriptor,High-resolution hydrometeorological data from a network of headwater catchments in the tropical Andes,Boris F. Ochoa-Tocachi | Wouter Buytaert | Bert De Bièvre,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.80/MediaObjects/41597_2018_Article_BFsdata201880_Fig1_HTML.jpg
10.1038/sdata2018132,2018-07-10,Data Descriptor,"FRY, a global database of fire patch functional traits derived from space-borne burned area products",Pierre Laurent | Florent Mouillot | Joana M. P. Nogueira,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.132/MediaObjects/41597_2018_Article_BFsdata2018132_Fig1_HTML.jpg
10.1038/sdata2018135,2018-07-10,Data Descriptor,A functional trait database for Mediterranean Basin plants,Çağatay Tavşanoğlu | Juli G. Pausas,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.135/MediaObjects/41597_2018_Article_BFsdata2018135_Fig1_HTML.jpg
10.1038/sdata2018133,2018-07-10,Data Descriptor,"Full body mobile brain-body imaging data during unconstrained locomotion on stairs, ramps, and level ground",Justin A. Brantley | Trieu Phat Luu | Jose L. Contreras-Vidal,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.133/MediaObjects/41597_2018_Article_BFsdata2018133_Fig1_HTML.jpg
10.1038/sdata2018125,2018-07-10,Data Descriptor,"The Chemical and Products Database, a resource for exposure-relevant data on chemicals in consumer products",Kathie L. Dionisio | Katherine Phillips | Kristin K. Isaacs,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.125/MediaObjects/41597_2018_Article_BFsdata2018125_Fig1_HTML.jpg
10.1038/sdata2018131,2018-07-10,Data Descriptor,Transcriptome sequencing and molecular markers discovery in the gonads of Portunus sanguinolentus,Yin Zhang | Guidong Miao | Hongyu Ma,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.131/MediaObjects/41597_2018_Article_BFsdata2018131_Fig1_HTML.jpg
10.1038/sdata2018127,2018-07-10,Data Descriptor,A global dataset of river network geometry,Emanuele Giachetta | Sean D. Willett,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.127/MediaObjects/41597_2018_Article_BFsdata2018127_Fig1_HTML.jpg
10.1038/sdata2018134,2018-07-17,Data Descriptor,Structural and functional brain scans from the cross-sectional Southwest University adult lifespan dataset,Dongtao Wei | Kaixiang Zhuang | Jiang Qiu,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.134/MediaObjects/41597_2018_Article_BFsdata2018134_Fig1_HTML.jpg
10.1038/sdata2018139,2018-07-17,Data Descriptor,"39 years of directional wave recorded data and relative problems, climatological implications and use",Angela Pomaro | Luigi Cavaleri | Piero Lionello,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.139/MediaObjects/41597_2018_Article_BFsdata2018139_Fig1_HTML.jpg
10.1038/sdata2018129,2018-07-17,Data Descriptor,"Leukocyte Tracking Database, a collection of immune cell tracks from intravital 2-photon microscopy videos",Diego Ulisse Pizzagalli | Yagmur Farsakoglu | Santiago Fernandez Gonzalez,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.129/MediaObjects/41597_2018_Article_BFsdata2018129_Fig1_HTML.jpg
10.1038/sdata2018128,2018-07-17,Data Descriptor,Mass spectrometry quantitation of proteins from small pools of developing auditory and vestibular cells,Jocelyn F. Krey | Deborah I. Scheffer | Peter G. Barr-Gillespie,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.128/MediaObjects/41597_2018_Article_BFsdata2018128_Fig1_HTML.jpg
10.1038/sdata2018138,2018-07-17,Data Descriptor,A comprehensive database of thermal developmental plasticity in reptiles,Daniel W. A. Noble | Vaughn Stenhouse | Lisa E. Schwanz,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.138/MediaObjects/41597_2018_Article_BFsdata2018138_Fig1_HTML.jpg
10.1038/sdata2018130,2018-07-17,Data Descriptor,"Systematic, continental scale temporal monitoring of marine pelagic microbiota by the Australian Marine Microbial Biodiversity Initiative",Mark V. Brown | Jodie van de Kamp | Levente Bodrossy,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.130/MediaObjects/41597_2018_Article_BFsdata2018130_Fig1_HTML.jpg
10.1038/sdata2018140,2018-07-24,Data Descriptor,Age-related dataset on the mechanical properties and collagen fibril structure of tendons from a murine model,Kheng Lim Goh | David F. Holmes | Peter P. Purslow,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.140/MediaObjects/41597_2018_Article_BFsdata2018140_Fig1_HTML.jpg
10.1038/sdata2018147,2018-07-24,Data Descriptor,Selection analyses of paired HIV-1 gag and gp41 sequences obtained before and after antiretroviral therapy,Philip L. Tzou | Soo-Yon Rhee | Robert W. Shafer,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.147/MediaObjects/41597_2018_Article_BFsdata2018147_Fig1_HTML.jpg
10.1038/sdata2018136,2018-07-24,Data Descriptor,A merged lung cancer transcriptome dataset for clinical predictive modeling,Su Bin Lim | Swee Jin Tan | Chwee Teck Lim,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.136/MediaObjects/41597_2018_Article_BFsdata2018136_Fig1_HTML.jpg
10.1038/sdata2018145,2018-07-24,Data Descriptor,Microarray data of transcriptome shifts in blood cell subsets during S1P receptor modulator therapy,Dirk Koczan | Brit Fitzner | Michael Hecker,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.145/MediaObjects/41597_2018_Article_BFsdata2018145_Fig1_HTML.jpg
10.1038/sdata2018141,2018-07-24,Data Descriptor,"MANTA2, update of the Mongo database for the analysis of transcription factor binding site alterations",Oriol Fornes | Marius Gheorghe | Anthony Mathelier,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.141/MediaObjects/41597_2018_Article_BFsdata2018141_Fig1_HTML.jpg
10.1038/sdata2018148,2018-07-31,Data Descriptor,Geographically-stratified HIV-1 group M pol subtype and circulating recombinant form sequences,Soo-Yon Rhee | Robert W. Shafer,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.148/MediaObjects/41597_2018_Article_BFsdata2018148_Fig1_HTML.jpg
10.1038/sdata2018146,2018-07-31,Data Descriptor,"BARM and BalticMicrobeDB, a reference metagenome and interface to meta-omic data for the Baltic Sea",Johannes Alneberg | John Sundh | Anders F. Andersson,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.146/MediaObjects/41597_2018_Article_BFsdata2018146_Fig1_HTML.jpg
10.1038/sdata2018153,2018-07-31,Data Descriptor,Fifteen–year record of soil temperature at the Bear Brook Watershed in Maine,Kaizad F. Patel | Sarah J. Nelson | Ivan J. Fernandez,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.153/MediaObjects/41597_2018_Article_BFsdata2018153_Fig1_HTML.jpg
10.1038/sdata2018149,2018-07-31,Data Descriptor,Phenotypic trait variation measured on European genetic trials of Fagus sylvatica L,T. Matthew Robson | Marta Benito Garzón | Wojciech Wesoły,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.149/MediaObjects/41597_2018_Article_BFsdata2018149_Fig1_HTML.jpg
10.1038/sdata2018151,2018-07-31,Data Descriptor,High-throughput computational X-ray absorption spectroscopy,Kiran Mathew | Chen Zheng | Kristin A. Persson,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.151/MediaObjects/41597_2018_Article_BFsdata2018151_Fig1_HTML.jpg
10.1038/sdata2018156,2018-08-07,Data Descriptor,A database of metazoan cytochrome c oxidase subunit I gene sequences derived from GenBank with CO-ARBitrator,Philip Heller | James Casaletto | Jonathan Geller,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.156/MediaObjects/41597_2018_Article_BFsdata2018156_Fig1_HTML.jpg
10.1038/sdata2018150,2018-08-07,Data Descriptor,"Ground reference data for sugarcane biomass estimation in São Paulo state, Brazil",Ramses A. Molijn | Lorenzo Iannini | Ramon F. Hanssen,
10.1038/sdata2018155,2018-08-07,Data Descriptor,A multi-regional input-output table mapping China's economic outputs and interdependencies in 2012,Zhifu Mi | Jing Meng | Dabo Guan,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.155/MediaObjects/41597_2018_Article_BFsdata2018155_Fig1_HTML.jpg
10.1038/sdata2018157,2018-08-07,Data Descriptor,A tissue-based draft map of the murine MHC class I immunopeptidome,Heiko Schuster | Wenguang Shao | Etienne Caron,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.157/MediaObjects/41597_2018_Article_BFsdata2018157_Fig1_HTML.jpg
10.1038/sdata2018142,2018-08-07,Data Descriptor,A multi-omic atlas of the human frontal cortex for aging and Alzheimer’s disease research,Philip L. De Jager | Yiyi Ma | David A. Bennett,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.142/MediaObjects/41597_2018_Article_BFsdata2018142_Fig1_HTML.jpg
10.1038/sdata2018158,2018-08-14,Data Descriptor,"The REMBRANDT study, a large collection of genomic data from brain cancer patients",Yuriy Gusev | Krithika Bhuvaneshwar | Subha Madhavan,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.158/MediaObjects/41597_2018_Article_BFsdata2018158_Fig1_HTML.jpg
10.1038/sdata2018161,2018-08-14,Data Descriptor,"The HAM10000 dataset, a large collection of multi-source dermatoscopic images of common pigmented skin lesions",Philipp Tschandl | Cliff Rosendahl | Harald Kittler,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.161/MediaObjects/41597_2018_Article_BFsdata2018161_Fig1_HTML.jpg
10.1038/sdata2018163,2018-08-14,Data Descriptor,One millennium of historical freshwater fish occurrence data for Portuguese rivers and streams,Gonçalo Duarte | Miguel Moreira | Pedro Segurado,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.163/MediaObjects/41597_2018_Article_BFsdata2018163_Fig1_HTML.jpg
10.1038/sdata2018159,2018-08-14,Data Descriptor,A spatio-temporal land use and land cover reconstruction for India from 1960–2010,Simon Moulds | Wouter Buytaert | Ana Mijic,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.159/MediaObjects/41597_2018_Article_BFsdata2018159_Fig1_HTML.jpg
10.1038/sdata2018162,2018-08-14,Data Descriptor,"A chemical, crystallographic and magnetic characterisation of individual iron-oxide grains in Hawaiian lavas",Geertje W. ter Maat | Gillian M. Pennock | Lennart V. de Groot,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.162/MediaObjects/41597_2018_Article_BFsdata2018162_Fig1_HTML.jpg
10.1038/sdata2018169,2018-08-21,Data Descriptor,A global yield dataset for major lignocellulosic bioenergy crops based on field measurements,Wei Li | Philippe Ciais | Shushi Peng,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.169/MediaObjects/41597_2018_Article_BFsdata2018169_Fig1_HTML.jpg
10.1038/sdata2018168,2018-08-21,Data Descriptor,Residential wearable RSSI and accelerometer measurements with detailed location annotations,Dallan Byrne | Michal Kozlowski | Ian Craddock,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.168/MediaObjects/41597_2018_Article_BFsdata2018168_Fig2_HTML.jpg
10.1038/sdata2018170,2018-08-21,Data Descriptor,Transcriptomic analyses of murine ventricular cardiomyocytes,Morgan Chevalier | Sarah H. Vermij | Hugues Abriel,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.170/MediaObjects/41597_2018_Article_BFsdata2018170_Fig1_HTML.jpg
10.1038/sdata2018166,2018-08-21,Data Descriptor,A global dataset of plant available and unavailable phosphorus in natural soils derived by Hedley method,Enqing Hou | Xiang Tan | Dazhi Wen,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.166/MediaObjects/41597_2018_Article_BFsdata2018166_Fig1_HTML.jpg
10.1038/sdata2018171,2018-08-21,Data Descriptor,microRNA profile datasets of murine macrophages infected with different strains of Leptospira spp,Leandro E. Garcia | Erivelto C. A. Junior | Flavia L. Lopes,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.171/MediaObjects/41597_2018_Article_BFsdata2018171_Fig1_HTML.jpg
10.1038/sdata2018160,2018-08-21,Data Descriptor,Single-cell RNA sequencing of mouse brain and lung vascular and vessel-associated cell types,Liqun He | Michael Vanlandewijck | Christer Betsholtz,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.160/MediaObjects/41597_2018_Article_BFsdata2018160_Fig1_HTML.jpg
10.1038/sdata2018167,2018-08-21,Data Descriptor,Comprehensive high-resolution multiple-reaction monitoring mass spectrometry for targeted eicosanoid assays,Carlos Artério Sorgi | Ana Paula Ferranti Peti | Lúcia Helena Faccioli,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.167/MediaObjects/41597_2018_Article_BFsdata2018167_Fig1_HTML.jpg
10.1038/sdata2018109,2018-08-28,Data Descriptor,Sixty-one thousand recent planktonic foraminifera from the Atlantic Ocean,Leanne E. Elder | Allison Y. Hsiang | Pincelli M. Hull,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.109/MediaObjects/41597_2018_Article_BFsdata2018109_Fig1_HTML.jpg
10.1038/sdata2018172,2018-08-28,Data Descriptor,The first annotated set of scanning electron microscopy images for nanoscience,Rossella Aversa | Mohammad Hadi Modarres | Alberto Chiusole,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.172/MediaObjects/41597_2018_Article_BFsdata2018172_Fig1_HTML.jpg
10.1038/sdata2018165,2018-08-28,Data Descriptor,Regional-scale management maps for forested areas of the Southeastern United States and the US Pacific Northwest,Matthew Marsik | Caroline G. Staub | Michael W. Binford,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.165/MediaObjects/41597_2018_Article_BFsdata2018165_Fig1_HTML.jpg
10.1038/sdata2018179,2018-08-28,Data Descriptor,Computational workflow to study the seasonal variation of secondary metabolites in nine different bryophytes,Kristian Peters | Karin Gorzolka | Steffen Neumann,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.179/MediaObjects/41597_2018_Article_BFsdata2018179_Fig1_HTML.jpg
10.1038/sdata2018181,2018-08-28,Article,"An acquisition, curation and management workflow for sustainable, terabyte-scale marine image analysis",Timm Schoening | Kevin Köser | Jens Greinert,https://media.springernature.com/w290h158/springer-static/image/art%3A10.1038%2Fsdata.2018.181/MediaObjects/41597_2018_Article_BFsdata2018181_Fig1_HTML.jpg
